source,id,name,tox,smiles
DILI,239062,xenazoicacid,1,CCOC(C(=O)C1=CC=C(C=C1)C2=CC=CC=C2)NC3=CC=C(C=C3)C(=O)O
DILI,5311,vorinostat,0,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO
DILI,5430,thiabendazole,1,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3
LiverTox,460612,Melphalan,1,C1=CC(=CC=C1C[C@@H](C(=O)O)N)N(CCCl)CCCl
LiverTox,446541,Mycophenolate,0,CC1=C2COC(=O)C2=C(C(=C1OC)C/C=C(\C)/CCC(=O)O)O
DILI,55466,gadopentetatedimeglumine,0,CNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O.CNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O.C(CN(CC(=O)O)CC(=O)[O-])N(CCN(CC(=O)O)CC(=O)[O-])CC(=O)[O-].[Gd+3]
DILI,4046,mefloquine,1,C1CCNC(C1)C(C2=CC(=NC3=C2C=CC=C3C(F)(F)F)C(F)(F)F)O
DILI,55283,itraconazole,1,CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OC[C@H]5CO[C@](O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl
DILI,20824,carbenicillin,1,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)C(C3=CC=CC=C3)C(=O)O)C(=O)O)C
DILI,7699,benzonatate,1,CCCCNC1=CC=C(C=C1)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC
DILI,29029,clindamycin,1,CCC[C@@H]1C[C@H](N(C1)C)C(=O)NC([C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)SC)O)O)O)C(C)Cl
LiverTox,5591,Troglitazone,1,CC1=C(C2=C(CCC(O2)(C)COC3=CC=C(C=C3)CC4C(=O)NC(=O)S4)C(=C1O)C)C
DILI,1978,acebutolol,1,CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C
DILI,5354,sulcotidil,1,CCCCCCCCNC(C)C(C1=CC=C(C=C1)SC(C)C)O
DILI,3675,phenelzine,1,C1=CC=C(C=C1)CCNN
LiverTox,5359272,Levorphanol,0,CN1CC[C@]23CCCC[C@H]2[C@H]1CC4=C3C=C(C=C4)O
DILI,3957,loratadine,0,CCOC(=O)N1CCC(=C2C3=C(CCC4=C2N=CC=C4)C=C(C=C3)Cl)CC1
DILI,516892,sodiumbicarbonate,0,C(=O)(O)[O-].[Na+]
DILI,216326,lenalidomide,1,C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC=C3N
DILI,15250,ibufenac,1,CC(C)CC1=CC=C(C=C1)CC(=O)O
DILI,5503,tolazamide,1,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CCCCCC2
LiverTox,5577,Trimethobenzamide,0,CN(C)CCOC1=CC=C(C=C1)CNC(=O)C2=CC(=C(C(=C2)OC)OC)OC
DILI,5161,salsalate,1,C1=CC=C(C(=C1)C(=O)OC2=CC=CC=C2C(=O)O)O
DILI,2812,clotrimazole,1,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4
DILI,5282379,isotretinoin,1,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C\C(=O)O)/C)/C
LiverTox,446155,Fluvastatin,1,CC(C)N1C2=CC=CC=C2C(=C1/C=C/[C@H](C[C@H](CC(=O)O)O)O)C3=CC=C(C=C3)F
LiverTox,26934,Khat,1,C[C@H]([C@H](C1=CC=CC=C1)O)N
LiverTox,5388962,Enalapril,1,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2CCC[C@H]2C(=O)O
DILI,4748,perphenazine,1,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO
DILI,16132344,corticorelinovinetriflutate,0,CC[C@H](C)[C@@H](C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC2=CN=CN2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCSC)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](C)C(=O)N[C@@H](CC3=CN=CN3)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](C)C(=O)N)NC(=O)[C@@H]4CCCN4C(=O)[C@@H]5CCCN5C(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CO)N
DILI,4201,minoxidil,0,C1CCN(CC1)C2=NC(=N)N(C(=C2)N)O
LiverTox,4909,Primidone,0,CCC1(C(=O)NCNC1=O)C2=CC=CC=C2
DILI,5826,dextroamphetamine,0,C[C@@H](CC1=CC=CC=C1)N
DILI,23701736,sodiumlactate,0,[13CH3]C(C(=O)[O-])O.[Na+]
DILI,681,dopamine,0,C1=CC(=C(C=C1CCN)O)O
DILI,2733,chlorzoxazone,1,C1=CC2=C(C=C1Cl)NC(=O)O2
LiverTox,2333,Benzbromarone,1,CCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)Br)O)Br
DILI,3559,haloperidol,1,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F
DILI,5288826,morphine,0,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3[C@H](C=C4)O
DILI,2381,biperiden,0,C1CCN(CC1)CCC(C2CC3CC2C=C3)(C4=CC=CC=C4)O
DILI,54678501,vitaminc,0,C([C@@H](C1C(=C(C(=O)O1)O)O)O)O
DILI,1349907,methimazole,1,CN1C=CNC1=S
DILI,123631,gefitinib,1,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4
DILI,3639,hydrochlorothiazide,1,C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl
DILI,6832,benztropine,0,CN1[C@@H]2CC[C@@H]1CC(C2)OC(C3=CC=CC=C3)C4=CC=CC=C4
DILI,4212,mitoxantrone,1,C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO
DILI,5073,risperidone,1,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F
DILI,60774,tolterodine,0,CC1=CC(=C(C=C1)O)[C@@H](CCN(C(C)C)C(C)C)C2=CC=CC=C2
DILI,40926,pentostatin,1,C1[C@H](C2=C(NC=N1)N(C=N2)C3CC(C(O3)CO)O)O
DILI,148192,atazanavir,1,CC(C)(C)[C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@H](CN(CC2=CC=C(C=C2)C3=CC=CC=N3)NC(=O)[C@H](C(C)(C)C)NC(=O)OC)O)NC(=O)OC
LiverTox,149096,Levofloxacin,1,C[C@H]1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O
DILI,3737,iothalamatesodium,0,CC(=O)NC1=C(C(=C(C(=C1I)C(=O)O)I)C(=O)NC)I
DILI,2141,amifostine,0,C(CN)CNCCSP(=O)(O)O
DILI,5353830,nitrofurantoin,1,C1C(=O)NC(=O)N1/N=C\C2=CC=C(O2)[N+](=O)[O-]
DILI,54897,alpidem,1,CCCN(CCC)C(=O)CC1=C(N=C2N1C=C(C=C2)Cl)C3=CC=C(C=C3)Cl
DILI,6433091,tapentadol,0,CCC(C1=CC(=CC=C1)O)C(C)CN(C)C
LiverTox,38853,Methyldopa,1,C[C@](CC1=CC(=C(C=C1)O)O)(C(=O)O)N
LiverTox,123631,Gefitinib,1,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4
DILI,68740,zoledronate,1,C1=CN(C=N1)CC(O)(P(=O)(O)O)P(=O)(O)O
DILI,5281040,montelukast,1,CC(C)(C1=CC=CC=C1CC[C@H](C2=CC=CC(=C2)/C=C/C3=NC4=C(C=CC(=C4)Cl)C=C3)SCC5(CC5)CC(=O)O)O
DILI,6918453,auranofin,1,CCP(CC)CC.CC(=O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)[S-])OC(=O)C)OC(=O)C)OC(=O)C.[Au+]
DILI,656510,cefazolin,1,CC1=NN=C(S1)SCC2=C(N3C([C@@H](C3=O)NC(=O)CN4C=NN=N4)SC2)C(=O)O
LiverTox,1935,Tacrine,1,C1CCC2=NC3=CC=CC=C3C(=C2C1)N
LiverTox,54454,Simvastatin,1,CCC(C)(C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C
DILI,4913,procainamide,1,CCN(CC)CCNC(=O)C1=CC=C(C=C1)N
DILI,8226,methylergonovine,0,CC[C@@H](CO)NC(=O)[C@H]1CN([C@@H]2CC3=CNC4=CC=CC(=C34)C2=C1)C
DILI,13505,diphenoxylate,0,CCOC(=O)C1(CCN(CC1)CCC(C#N)(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC=CC=C4
DILI,5362032,enalapril,1,CCOC(=O)[C@@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2CCC[C@H]2C(=O)O
LiverTox,12560,Erythromycin,1,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O
DILI,3341,fenoldopam,0,C1CNCC(C2=CC(=C(C(=C21)Cl)O)O)C3=CC=C(C=C3)O
DILI,62886,cisatracuriumbesylate,0,C[N@@+]1(CCC2=CC(=C(C=C2[C@H]1CC3=CC(=C(C=C3)OC)OC)OC)OC)CCC(=O)OCCCCCOC(=O)CC[N@+]4(CCC5=CC(=C(C=C5[C@H]4CC6=CC(=C(C=C6)OC)OC)OC)OC)C.C1=CC=C(C=C1)S(=O)(=O)[O-].C1=CC=C(C=C1)S(=O)(=O)[O-]
DILI,3261,estazolam,0,C1C2=NN=CN2C3=C(C=C(C=C3)Cl)C(=N1)C4=CC=CC=C4
LiverTox,5790,Floxuridine,1,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)F)CO)O
DILI,5526,tranexamicacid,0,C1CC(CCC1CN)C(=O)O
DILI,383414,octreotide,1,CC(C1C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=CC=C4)NC(=O)C(CC5=CC=CC=C5)N)C(=O)NC(CO)C(C)O)O
DILI,60937,tiludronate,0,C1=CC(=CC=C1SC(P(=O)(O)O)P(=O)(O)O)Cl
DILI,4369359,sitagliptin,1,C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)C[C@@H](CC3=CC(=C(C=C3F)F)F)N
DILI,27350,pancuronium,0,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@@H]([C@]2(C[C@@H]1[N+]4(CCCCC4)C)C)CC[C@]5([C@H]3C[C@@H]([C@@H]5OC(=O)C)[N+]6(CCCCC6)C)C.[Br-].[Br-]
LiverTox,2756,Cimetidine,1,CC1=C(N=CN1)CSCCNC(=NC)NC#N
DILI,5488548,alvimopan,0,C[C@H]1CN(CC[C@@]1(C)C2=CC(=CC=C2)O)C[C@H](CC3=CC=CC=C3)C(=O)NCC(=O)O
DILI,16231,amiloride,1,C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N
LiverTox,464205,Tenofovir,0,C[C@H](CN1C=NC2=C(N=CN=C21)N)OCP(=O)(O)O
DILI,3001322,aplaviroc,1,CCCCN1C(=O)[C@H](NC(=O)C12CCN(CC2)CC3=CC=C(C=C3)OC4=CC=C(C=C4)C(=O)O)[C@@H](C5CCCCC5)O
DILI,16129617,cosyntropin,0,CC(C)[C@@H](C(=O)NCC(=O)N[C@H](CCCCN)C(=O)N[C@H](CCCCN)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC2=CC=C(C=C2)O)C(=O)N3CCC[C@H]3C(=O)O)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCCN)NC(=O)CNC(=O)[C@H](CC5=CNC6=CC=CC=C65)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC7=CC=CC=C7)NC(=O)[C@H](CC8=CNC=N8)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CO)NC(=O)[C@H](CC9=CC=C(C=C9)O)NC(=O)C(CO)N
DILI,5833,spironolactone,1,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@@]2([C@@H]3[C@@H]1[C@@H]4CC[C@]5([C@]4(CC3)C)CCC(=O)O5)C
LiverTox,3034034,Quinine,1,COC1=CC2=C(C=CN=C2C=C1)[C@H]([C@@H]3C[C@@H]4CCN3C[C@@H]4C=C)O
DILI,3696,imipramine,1,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31
DILI,667490,mercaptopurine,1,C1=NC2=C(N1)C(=S)N=CN2
DILI,6883,isosorbidedinitrate,0,C1[C@H]([C@@H]2[C@H](O1)[C@H](CO2)O[N+](=O)[O-])O[N+](=O)[O-]
DILI,5310966,varenicline,1,C1[C@@H]2CNC[C@H]1C3=CC4=NC=CN=C4C=C23
LiverTox,25151352,Pexidartinib,1,C1=CC(=NC=C1CC2=CNC3=C2C=C(C=N3)Cl)NCC4=CN=C(C=C4)C(F)(F)F
DILI,172307,fiduxosin,1,COC1=CC=CC2=C1[C@@H]3CN(C[C@@H]3CO2)CCCCN4C(=O)C5=C(C6=NC(=CN=C6S5)C7=CC=CC=C7)NC4=O
DILI,4746,perhexiline,1,C1CCC(CC1)C(CC2CCCCN2)C3CCCCC3
DILI,54746,cabergoline,0,CCNC(=O)N(CCCN(C)C)C(=O)[C@@H]1C[C@H]2[C@@H](CC3=CNC4=CC=CC2=C34)N(C1)CC=C
DILI,5291,imatinib,1,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5
DILI,27447,cephalexin,1,CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)SC1)C(=O)O
DILI,2520,verapamil,1,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC
DILI,2907,cyclophosphamide,1,C1CNP(=O)(OC1)N(CCCl)CCCl
DILI,3062316,dasatinib,1,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO
DILI,6918456,prasugrelhydrochloride,1,CC(=O)OC1=CC2=C(S1)CCN(C2)C(C3=CC=CC=C3F)C(=O)C4CC4
DILI,3749,irbesartan,1,CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5
DILI,5394,temozolomide,1,CN1C(=O)N2C=NC(=C2N=N1)C(=O)N
LiverTox,11167602,Regorafenib,1,CNC(=O)C1=NC=CC(=C1)OC2=CC(=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F)F
LiverTox,216239,Sorafenib,1,CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F
DILI,6437841,acitretin,1,CC1=CC(=C(C(=C1/C=C/C(=C/C=C/C(=C\C(=O)O)/C)/C)C)C)OC
DILI,3152,donepezil,1,COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC
DILI,71169,isaxonine,1,CC(C)NC1=NC=CC=N1
DILI,456256,cefotaxime,1,CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)O
DILI,60852,ibandronate,0,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O
DILI,441184,acarbose,1,C[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O[C@@H]3[C@H](O[C@H]([C@@H]([C@H]3O)O)O)CO)CO)O)O)N[C@H]4C=C([C@@H]([C@@H]([C@H]4O)O)O)CO
DILI,65628,bendamustine,0,CN1C2=C(C=C(C=C2)N(CCCl)CCCl)N=C1CCCC(=O)O
DILI,153994,clevidipine,0,CCCC(=O)OCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C
DILI,2391,bisacodyl,0,CC(=O)OC1=CC=C(C=C1)C(C2=CC=C(C=C2)OC(=O)C)C3=CC=CC=N3
DILI,2265,azathioprine,1,CN1C=NC(=C1SC2=NC=NC3=C2NC=N3)[N+](=O)[O-]
DILI,54677470,meloxicam,1,CC1=CN=C(S1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)O
LiverTox,5359596,Arsenic,1,[As]
DILI,21382,clomacran,1,CN(C)CCCC1C2=CC=CC=C2NC3=C1C=C(C=C3)Cl
DILI,68617,sertraline,1,CN[C@H]1CC[C@H](C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl
DILI,150311,ezetimibe,1,C1=CC(=CC=C1[C@@H]2[C@H](C(=O)N2C3=CC=C(C=C3)F)CC[C@@H](C4=CC=C(C=C4)F)O)O
LiverTox,1549008,Terbinafine,1,CC(C)(C)C#C/C=C/CN(C)CC1=CC=CC2=CC=CC=C21
DILI,5426,thalidomide,1,C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O
DILI,7029,diethylpropion,0,CCN(CC)C(C)C(=O)C1=CC=CC=C1
LiverTox,3001055,Ranitidine,1,CN/C(=C\[N+](=O)[O-])/NCCSCC1=CC=C(O1)CN(C)C
LiverTox,4463,Nevirapine,1,CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4
DILI,34312,oxcarbazepine,1,C1C2=CC=CC=C2N(C3=CC=CC=C3C1=O)C(=O)N
DILI,154228,pancrelipase,0,C[Si]12OCCN(CC(O1)COCC=C)CC(O2)COCC=C
LiverTox,154417,Hyoscyamine,0,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)[C@H](CO)C3=CC=CC=C3
DILI,445354,vitamina,1,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/CO)/C)/C
DILI,5362119,lisinopril,1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O
DILI,2333,benzbromarone,1,CCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)Br)O)Br
DILI,5215,sulfadiazine,1,C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N
DILI,4649,4-aminosalicylicacid,1,C1=CC(=C(C=C1N)O)C(=O)O
DILI,26987,clemastine,0,C[C@@](C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCC[C@H]3CCCN3C
DILI,3202,edrophonium,0,CC[N+](C)(C)C1=CC(=CC=C1)O
LiverTox,2554,Carbamazepine,1,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N
LiverTox,25058126,CephalosporinsParenteral,1,C=C1CS[C@@H](N=C1C(=O)O)[C@@H](C(=O)O)NC(=O)CCCC[C@H](C(=O)O)N
DILI,119212,benzylpenicilloylpolylysine,0,CC1(C(NC(S1)C(C(=O)NCCCCCC(=O)O)NC(=O)CC2=CC=CC=C2)C(=O)O)C
DILI,213039,darunavir,1,CC(C)CN(C[C@H]([C@H](CC1=CC=CC=C1)NC(=O)O[C@H]2CO[C@@H]3[C@H]2CCO3)O)S(=O)(=O)C4=CC=C(C=C4)N
DILI,62819,urofollitropin,0,CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)N1)CC2=CC=C(C=C2)O)N)C(=O)N3CCCC3C(=O)NC(CC(C)C)C(=O)NCC(=O)N)CC(=O)N)C(C)O
DILI,5920,liothyronine,0,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)C[C@@H](C(=O)O)N)I)I)O
DILI,4829,pioglitazone,1,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3
DILI,4472,nialamide,1,C1=CC=C(C=C1)CNC(=O)CCNNC(=O)C2=CC=NC=C2
DILI,34698,teniposide,1,COC1=CC(=CC(=C1O)OC)[C@H]2[C@@H]3[C@H](COC3=O)[C@@H](C4=CC5=C(C=C24)OCO5)O[C@H]6[C@@H]([C@H]([C@H]7[C@H](O6)COC(O7)C8=CC=CS8)O)O
DILI,5281006,cefprozil,1,C/C=C/C1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)SC1)C(=O)O
LiverTox,2520,Verapamil,1,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC
DILI,4236,modafinil,1,C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)N
DILI,60787,saquinavir,1,CC(C)(C)NC(=O)[C@@H]1CC2CCCCC2CN1C[C@H]([C@H](CC3=CC=CC=C3)NC(=O)[C@H](CC(=O)N)NC(=O)C4=NC5=CC=CC=C5C=C4)O
DILI,38853,methyldopa,1,C[C@](CC1=CC(=C(C=C1)O)O)(C(=O)O)N
LiverTox,60606,Clopidogrel,1,COC(=O)[C@H](C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3
DILI,25517,ammoniumchloride,0,[NH4+].[Cl-]
DILI,3042,dicyclomine,0,CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2
LiverTox,4091,Metformin,1,CN(C)C(=N)N=C(N)N
DILI,2022,aciclovir,1,C1=NC2=C(N1COCCO)NC(=NC2=O)N
DILI,60714,gadoteridol,0,CC(CN1CCN(CCN(CCN(CC1)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])O.[Gd+3]
DILI,5361917,methylnaltrexonebromide,0,C[N+]1(CC[C@]23[C@@H]4C(=O)CC[C@]2([C@H]1CC5=C3C(=C(C=C5)O)O4)O)CC6CC6.[Br-]
DILI,65981,repaglinide,1,CCOC1=C(C=CC(=C1)CC(=O)N[C@@H](CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O
